,index,Event,Recruit,Walk On,Tryout,College,Team,Recruit numeric,Walk On numeric,Tryout numeric
328,12,Long Jump,17' 9,17' 1,16' 0,Bucknell University,womens,213.0,205.0,192.0
329,13,Pole Vault,11' 6,11' 3,10' 9,Bucknell University,womens,138.0,135.0,129.0
330,14,Shot Put,41' 9,36' 7,33' 11,Bucknell University,womens,501.0,439.0,407.0
331,15,Triple Jump,38' 0,36' 10,35' 10,Bucknell University,womens,456.0,442.0,430.0
332,0,5K XC,16:19,17:36,19:09,California Institute of Technology,mens,979.0,1056.0,1149.0
333,1,3200m,9:51,10:19,10:51,California Institute of Technology,mens,591.0,619.0,651.0
334,2,1600m,4:35,4:46,5:05,California Institute of Technology,mens,275.0,286.0,305.0
335,3,800m,2:01,2:09,2:17,California Institute of Technology,mens,121.0,129.0,137.0
336,4,400m,52.91,54.87,56.61,California Institute of Technology,mens,52.91,54.87,56.61
337,5,300m H,41.47,43.35,44.96,California Institute of Technology,mens,41.47,43.35,44.96
338,6,200m,23.10,23.51,23.98,California Institute of Technology,mens,23.1,23.51,23.98
339,7,110m H,15.18,16.44,17.72,California Institute of Technology,mens,15.18,16.44,17.72
340,8,100m,11.78,11.98,12.28,California Institute of Technology,mens,11.78,11.98,12.28
341,0,5K XC,20:09,21:51,23:19,California Institute of Technology,womens,1209.0,1311.0,1399.0
342,1,3200m,12:08,12:23,12:38,California Institute of Technology,womens,728.0,743.0,758.0
343,2,1600m,5:37,5:54,6:16,California Institute of Technology,womens,337.0,354.0,376.0
344,3,800m,2:31,2:36,2:40,California Institute of Technology,womens,151.0,156.0,160.0
345,4,400m,1:02,1:05,1:07,California Institute of Technology,womens,62.0,65.0,67.0
346,5,300m H,48.02,51.44,53.30,California Institute of Technology,womens,48.02,51.44,53.3
347,6,200m,27.63,28.29,29.08,California Institute of Technology,womens,27.63,28.29,29.08
348,7,100m,12.86,13.57,14.07,California Institute of Technology,womens,12.86,13.57,14.07
349,8,100m H,15.84,16.69,17.51,California Institute of Technology,womens,15.84,16.69,17.51
350,0,5K XC,16:30,17:06,18:01,Carleton College,mens,990.0,1026.0,1081.0
351,1,3200m,10:03,10:30,10:54,Carleton College,mens,603.0,630.0,654.0
352,2,1600m,4:34,4:39,4:44,Carleton College,mens,274.0,279.0,284.0
353,3,800m,2:00,2:01,2:02,Carleton College,mens,120.0,121.0,122.0
354,4,400m,52.74,54.17,57.09,Carleton College,mens,52.74,54.17,57.09
355,5,300m H,42.41,43.57,44.98,Carleton College,mens,42.41,43.57,44.98
356,6,200m,23.77,24.87,25.32,Carleton College,mens,23.77,24.87,25.32
357,7,110m H,15.44,16.14,16.74,Carleton College,mens,15.44,16.14,16.74
358,8,100m,11.59,11.95,12.24,Carleton College,mens,11.59,11.95,12.24
359,0,5K XC,18:51,19:57,20:56,Carleton College,womens,1131.0,1197.0,1256.0
360,1,3200m,11:29,12:08,12:47,Carleton College,womens,689.0,728.0,767.0
361,2,1600m,5:23,5:37,5:55,Carleton College,womens,323.0,337.0,355.0
362,3,800m,2:26,2:31,2:40,Carleton College,womens,146.0,151.0,160.0
363,4,400m,1:02,1:05,1:06,Carleton College,womens,62.0,65.0,66.0
364,5,300m H,47.64,50.54,52.57,Carleton College,womens,47.64,50.54,52.57
365,6,200m,26.82,28.12,28.86,Carleton College,womens,26.82,28.12,28.86
366,7,100m,12.91,13.37,13.74,Carleton College,womens,12.91,13.37,13.74
367,8,100m H,16.17,16.96,17.94,Carleton College,womens,16.17,16.96,17.94
368,9,Long Jump,16' 10,14' 7,13' 10,Carleton College,womens,202.0,175.0,166.0
369,0,5K XC,16:14,16:45,17:35,Carnegie Mellon University,mens,974.0,1005.0,1055.0
370,1,3200m,9:33,9:48,10:10,Carnegie Mellon University,mens,573.0,588.0,610.0
371,2,1600m,4:23,4:30,4:36,Carnegie Mellon University,mens,263.0,270.0,276.0
372,3,800m,1:57,2:01,2:10,Carnegie Mellon University,mens,117.0,121.0,130.0
373,4,400m,51.35,53.18,54.25,Carnegie Mellon University,mens,51.35,53.18,54.25
374,5,300m H,39.79,40.81,41.18,Carnegie Mellon University,mens,39.79,40.81,41.18
375,6,200m,22.92,24.30,25.22,Carnegie Mellon University,mens,22.92,24.3,25.22
376,7,110m H,15.16,15.92,16.37,Carnegie Mellon University,mens,15.16,15.92,16.37
377,8,100m,11.17,11.28,11.40,Carnegie Mellon University,mens,11.17,11.28,11.4
378,9,Javelin,165' 5,151' 5,143' 9,Carnegie Mellon University,mens,1985.0,1817.0,1725.0
379,10,Long Jump,21' 6,20' 11,20' 3,Carnegie Mellon University,mens,258.0,251.0,243.0
380,11,Pole Vault,13' 7,13' 1,13' 0,Carnegie Mellon University,mens,163.0,157.0,156.0
381,12,Shot Put,51' 7,49' 3,46' 8,Carnegie Mellon University,mens,619.0,591.0,560.0
382,13,Triple Jump,43' 1,42' 7,42' 2,Carnegie Mellon University,mens,517.0,511.0,506.0
383,0,5K XC,19:56,21:02,22:47,Carnegie Mellon University,womens,1196.0,1262.0,1367.0
384,1,3200m,11:41,12:03,12:28,Carnegie Mellon University,womens,701.0,723.0,748.0
385,2,1600m,5:34,5:44,5:55,Carnegie Mellon University,womens,334.0,344.0,355.0
386,3,800m,2:23,2:34,2:40,Carnegie Mellon University,womens,143.0,154.0,160.0
387,4,400m,59.07,1:04,1:07,Carnegie Mellon University,womens,59.07,64.0,67.0
388,5,300m H,45.78,47.58,49.20,Carnegie Mellon University,womens,45.78,47.58,49.2
389,6,200m,26.52,26.89,27.32,Carnegie Mellon University,womens,26.52,26.89,27.32
390,7,100m,12.73,13.36,13.95,Carnegie Mellon University,womens,12.73,13.36,13.95
391,8,100m H,15.86,16.27,16.66,Carnegie Mellon University,womens,15.86,16.27,16.66
392,9,Long Jump,17' 2,16' 1,14' 6,Carnegie Mellon University,womens,206.0,193.0,174.0
393,10,Shot Put,38' 3,35' 3,34' 4,Carnegie Mellon University,womens,459.0,423.0,412.0
394,11,Triple Jump,36' 4,34' 9,33' 6,Carnegie Mellon University,womens,436.0,417.0,402.0
395,0,5K XC,16:29,17:08,18:02,Case Western Reserve University,mens,989.0,1028.0,1082.0
396,1,3200m,9:41,10:01,10:17,Case Western Reserve University,mens,581.0,601.0,617.0
397,2,1600m,4:32,4:39,4:47,Case Western Reserve University,mens,272.0,279.0,287.0
398,3,800m,1:58,2:02,2:07,Case Western Reserve University,mens,118.0,122.0,127.0
399,4,400m,51.55,52.89,54.27,Case Western Reserve University,mens,51.55,52.89,54.27
400,5,300m H,38.79,38.93,39.07,Case Western Reserve University,mens,38.79,38.93,39.07
401,6,200m,23.22,24.26,25.34,Case Western Reserve University,mens,23.22,24.26,25.34
402,7,110m H,14.98,15.75,16.18,Case Western Reserve University,mens,14.98,15.75,16.18
403,8,100m,11.18,11.46,11.63,Case Western Reserve University,mens,11.18,11.46,11.63
404,9,High Jump,6' 0,5' 11,5' 10,Case Western Reserve University,mens,72.0,71.0,70.0
405,10,Long Jump,21' 5,20' 8,20' 3,Case Western Reserve University,mens,257.0,248.0,243.0
406,0,5K XC,19:51,20:49,22:07,Case Western Reserve University,womens,1191.0,1249.0,1327.0
407,1,3200m,12:05,12:31,12:52,Case Western Reserve University,womens,725.0,751.0,772.0
408,2,1600m,5:39,5:45,5:54,Case Western Reserve University,womens,339.0,345.0,354.0
409,3,800m,2:22,2:26,2:33,Case Western Reserve University,womens,142.0,146.0,153.0
410,4,400m,1:02,1:04,1:06,Case Western Reserve University,womens,62.0,64.0,66.0
411,5,300m H,46.54,49.33,51.70,Case Western Reserve University,womens,46.54,49.33,51.7
412,6,200m,27.50,28.29,28.98,Case Western Reserve University,womens,27.5,28.29,28.98
413,7,100m,13.29,13.65,13.95,Case Western Reserve University,womens,13.29,13.65,13.95
414,8,100m H,15.95,16.50,17.91,Case Western Reserve University,womens,15.95,16.5,17.91
415,9,High Jump,5' 2,5' 0,4' 10,Case Western Reserve University,womens,62.0,60.0,58.0
416,10,Shot Put,37' 9,34' 7,32' 4,Case Western Reserve University,womens,453.0,415.0,388.0
417,11,Triple Jump,36' 11,36' 0,35' 9,Case Western Reserve University,womens,443.0,432.0,429.0
418,0,5K XC,16:55,17:39,18:45,Centre College,mens,1015.0,1059.0,1125.0
419,1,3200m,10:07,10:28,10:47,Centre College,mens,607.0,628.0,647.0
420,2,1600m,4:44,4:54,4:59,Centre College,mens,284.0,294.0,299.0
421,3,800m,2:02,2:10,2:17,Centre College,mens,122.0,130.0,137.0
422,4,400m,50.44,53.55,55.14,Centre College,mens,50.44,53.55,55.14
423,5,300m H,39.10,39.34,39.81,Centre College,mens,39.1,39.34,39.81
424,6,200m,22.57,23.90,24.76,Centre College,mens,22.57,23.9,24.76
425,7,110m H,14.88,15.52,15.73,Centre College,mens,14.88,15.52,15.73
426,8,100m,11.38,11.96,12.27,Centre College,mens,11.38,11.96,12.27
427,0,5K XC,20:40,21:10,21:49,Centre College,womens,1240.0,1270.0,1309.0
428,1,3200m,12:17,12:45,13:29,Centre College,womens,737.0,765.0,809.0
429,2,1600m,5:42,5:50,5:55,Centre College,womens,342.0,350.0,355.0
430,3,800m,2:29,2:34,2:40,Centre College,womens,149.0,154.0,160.0
431,4,400m,1:01,1:03,1:04,Centre College,womens,61.0,63.0,64.0
432,5,300m H,48.41,50.47,52.78,Centre College,womens,48.41,50.47,52.78
433,6,200m,27.05,27.80,28.68,Centre College,womens,27.05,27.8,28.68
434,7,100m,12.92,13.53,13.91,Centre College,womens,12.92,13.53,13.91
435,8,100m H,16.27,17.23,18.16,Centre College,womens,16.27,17.23,18.16
436,9,Long Jump,16' 10,15' 10,14' 3,Centre College,womens,202.0,190.0,171.0
437,0,5K XC,16:47,17:44,19:01,Chapman University,mens,1007.0,1064.0,1141.0
438,1,3200m,10:09,10:48,11:35,Chapman University,mens,609.0,648.0,695.0
439,2,1600m,4:35,4:48,4:54,Chapman University,mens,275.0,288.0,294.0
440,3,800m,2:01,2:07,2:13,Chapman University,mens,121.0,127.0,133.0
441,4,400m,51.90,53.42,54.32,Chapman University,mens,51.9,53.42,54.32
442,5,300m H,41.52,43.40,45.01,Chapman University,mens,41.52,43.4,45.01
443,6,200m,23.17,24.74,26.21,Chapman University,mens,23.17,24.74,26.21
444,7,110m H,15.57,16.30,16.85,Chapman University,mens,15.57,16.3,16.85
445,8,100m,11.33,11.99,13.11,Chapman University,mens,11.33,11.99,13.11
446,9,Long Jump,20' 7,19' 0,16' 7,Chapman University,mens,247.0,228.0,199.0
447,10,Pole Vault,12' 11,12' 10,12' 6,Chapman University,mens,155.0,154.0,150.0
448,0,5K XC,19:26,20:13,21:14,Chapman University,womens,1166.0,1213.0,1274.0
449,1,3200m,11:32,11:47,12:01,Chapman University,womens,692.0,707.0,721.0
450,2,1600m,5:25,5:41,6:00,Chapman University,womens,325.0,341.0,360.0
451,3,800m,2:24,2:30,2:38,Chapman University,womens,144.0,150.0,158.0
452,4,400m,1:01,1:03,1:09,Chapman University,womens,61.0,63.0,69.0
453,5,300m H,45.53,47.17,48.87,Chapman University,womens,45.53,47.17,48.87
454,6,200m,26.76,27.56,29.20,Chapman University,womens,26.76,27.56,29.2
455,7,100m,12.70,13.21,13.85,Chapman University,womens,12.7,13.21,13.85
456,8,100m H,16.59,16.65,16.75,Chapman University,womens,16.59,16.65,16.75
457,9,Long Jump,16' 8,16' 2,15' 11,Chapman University,womens,200.0,194.0,191.0
458,10,Triple Jump,34' 11,32' 2,30' 9,Chapman University,womens,419.0,386.0,369.0
459,0,5K XC,15:33,16:19,17:26,Claremont McKenna College,mens,933.0,979.0,1046.0
460,1,3200m,9:29,9:49,10:10,Claremont McKenna College,mens,569.0,589.0,610.0
461,2,1600m,4:24,4:31,4:42,Claremont McKenna College,mens,264.0,271.0,282.0
462,3,800m,1:59,2:03,2:07,Claremont McKenna College,mens,119.0,123.0,127.0
463,4,400m,50.75,53.84,57.16,Claremont McKenna College,mens,50.75,53.84,57.16
464,5,300m H,41.29,43.24,44.93,Claremont McKenna College,mens,41.29,43.24,44.93
465,6,200m,22.24,23.66,24.52,Claremont McKenna College,mens,22.24,23.66,24.52
466,7,110m H,15.43,16.97,17.34,Claremont McKenna College,mens,15.43,16.97,17.34
467,8,100m,11.01,11.53,12.26,Claremont McKenna College,mens,11.01,11.53,12.26
468,9,Long Jump,20' 8,19' 4,17' 0,Claremont McKenna College,mens,248.0,232.0,204.0
469,10,Pole Vault,14' 1,13' 6,12' 6,Claremont McKenna College,mens,169.0,162.0,150.0
470,11,Shot Put,50' 5,48' 11,47' 5,Claremont McKenna College,mens,605.0,587.0,569.0
471,0,5K XC,18:50,20:01,21:38,Claremont McKenna College,womens,1130.0,1201.0,1298.0
472,1,3200m,11:23,12:01,12:59,Claremont McKenna College,womens,683.0,721.0,779.0
473,2,1600m,5:18,5:34,6:00,Claremont McKenna College,womens,318.0,334.0,360.0
474,3,800m,2:27,2:31,2:34,Claremont McKenna College,womens,147.0,151.0,154.0
475,4,400m,1:02,1:05,1:07,Claremont McKenna College,womens,62.0,65.0,67.0
476,5,300m H,46.96,49.70,53.39,Claremont McKenna College,womens,46.96,49.7,53.39
477,6,200m,26.77,27.75,29.71,Claremont McKenna College,womens,26.77,27.75,29.71
478,7,100m,12.82,13.38,13.83,Claremont McKenna College,womens,12.82,13.38,13.83
479,8,100m H,15.01,15.62,16.28,Claremont McKenna College,womens,15.01,15.62,16.28
480,9,Discus,111' 7,111' 5,111' 2,Claremont McKenna College,womens,1339.0,1337.0,1334.0
481,10,High Jump,5' 2,4' 10,4' 6,Claremont McKenna College,womens,62.0,58.0,54.0
482,11,Long Jump,17' 8,15' 9,14' 1,Claremont McKenna College,womens,212.0,189.0,169.0
483,12,Pole Vault,12' 0,11' 0,10' 6,Claremont McKenna College,womens,144.0,132.0,126.0
484,13,Triple Jump,37' 4,36' 5,36' 3,Claremont McKenna College,womens,448.0,437.0,435.0
485,0,5K XC,15:45,16:20,16:59,Clemson University,mens,945.0,980.0,1019.0
486,1,3200m,9:25,9:32,9:39,Clemson University,mens,565.0,572.0,579.0
487,2,1600m,4:18,4:25,4:36,Clemson University,mens,258.0,265.0,276.0
488,3,800m,1:51,1:57,2:01,Clemson University,mens,111.0,117.0,121.0
489,4,400m,47.21,51.01,54.12,Clemson University,mens,47.21,51.01,54.12
490,5,300m H,36.54,38.31,40.68,Clemson University,mens,36.54,38.31,40.68
491,6,200m,21.29,21.55,22.47,Clemson University,mens,21.29,21.55,22.47
492,7,110m H,13.94,14.80,15.94,Clemson University,mens,13.94,14.8,15.94
493,8,100m,10.50,10.78,10.99,Clemson University,mens,10.5,10.78,10.99
494,9,Discus,168' 4,161' 9,144' 11,Clemson University,mens,2020.0,1941.0,1739.0
495,10,High Jump,6' 5,6' 4,6' 3,Clemson University,mens,77.0,76.0,75.0
496,11,Long Jump,23' 2,22' 3,20' 6,Clemson University,mens,278.0,267.0,246.0
497,12,Pole Vault,16' 5,15' 8,14' 7,Clemson University,mens,197.0,188.0,175.0
498,13,Shot Put,57' 4,56' 8,55' 7,Clemson University,mens,688.0,680.0,667.0
499,14,Triple Jump,49' 4,47' 9,43' 2,Clemson University,mens,592.0,573.0,518.0
500,0,5K XC,18:40,19:12,20:15,Clemson University,womens,1120.0,1152.0,1215.0
501,1,3200m,10:58,11:08,11:18,Clemson University,womens,658.0,668.0,678.0
502,2,1600m,5:02,5:08,5:12,Clemson University,womens,302.0,308.0,312.0
503,3,800m,2:12,2:18,2:23,Clemson University,womens,132.0,138.0,143.0
504,4,400m,55.53,57.72,1:01,Clemson University,womens,55.53,57.72,61.0
505,5,300m H,41.28,43.86,45.54,Clemson University,womens,41.28,43.86,45.54
506,6,200m,24.07,25.03,27.07,Clemson University,womens,24.07,25.03,27.07
507,7,100m,11.68,11.99,12.36,Clemson University,womens,11.68,11.99,12.36
508,8,100m H,13.49,14.90,15.46,Clemson University,womens,13.49,14.9,15.46
509,9,High Jump,5' 6,5' 4,5' 1,Clemson University,womens,66.0,64.0,61.0
510,10,Long Jump,19' 6,18' 7,17' 3,Clemson University,womens,234.0,223.0,207.0
511,11,Pole Vault,11' 10,11' 5,10' 10,Clemson University,womens,142.0,137.0,130.0
512,12,Triple Jump,40' 7,39' 11,38' 0,Clemson University,womens,487.0,479.0,456.0
513,0,5K XC,16:36,17:22,18:30,Colby College,mens,996.0,1042.0,1110.0
514,1,3200m,9:58,10:27,11:12,Colby College,mens,598.0,627.0,672.0
515,2,1600m,4:37,4:49,5:04,Colby College,mens,277.0,289.0,304.0
516,3,800m,2:01,2:04,2:07,Colby College,mens,121.0,124.0,127.0
517,4,400m,51.34,52.75,53.71,Colby College,mens,51.34,52.75,53.71
518,5,300m H,42.40,42.72,42.95,Colby College,mens,42.4,42.72,42.95
519,6,200m,23.07,23.67,24.14,Colby College,mens,23.07,23.67,24.14
520,7,110m H,15.47,16.12,16.82,Colby College,mens,15.47,16.12,16.82
521,8,100m,11.54,12.04,12.34,Colby College,mens,11.54,12.04,12.34
522,0,5K XC,19:46,21:02,22:34,Colby College,womens,1186.0,1262.0,1354.0
523,1,3200m,11:42,11:50,11:56,Colby College,womens,702.0,710.0,716.0
524,2,1600m,5:25,5:37,5:54,Colby College,womens,325.0,337.0,354.0
525,3,800m,2:22,2:29,2:34,Colby College,womens,142.0,149.0,154.0
526,4,400m,1:01,1:02,1:05,Colby College,womens,61.0,62.0,65.0
527,5,300m H,46.00,47.76,52.02,Colby College,womens,46.0,47.76,52.02
528,6,200m,26.80,27.30,27.70,Colby College,womens,26.8,27.3,27.7
529,7,100m,12.94,13.16,13.36,Colby College,womens,12.94,13.16,13.36
530,8,100m H,15.51,15.95,17.60,Colby College,womens,15.51,15.95,17.6
531,9,High Jump,5' 3,5' 0,4' 8,Colby College,womens,63.0,60.0,56.0
532,10,Long Jump,17' 6,17' 1,15' 10,Colby College,womens,210.0,205.0,190.0
533,11,Triple Jump,37' 9,35' 5,33' 3,Colby College,womens,453.0,425.0,399.0
534,0,5K XC,16:56,17:29,18:12,Colgate University,mens,1016.0,1049.0,1092.0
535,1,3200m,9:48,10:08,10:29,Colgate University,mens,588.0,608.0,629.0
536,2,1600m,4:28,4:37,4:44,Colgate University,mens,268.0,277.0,284.0
537,3,800m,1:59,2:07,2:16,Colgate University,mens,119.0,127.0,136.0
538,4,400m,51.18,53.47,56.08,Colgate University,mens,51.18,53.47,56.08
539,5,300m H,39.75,40.58,41.47,Colgate University,mens,39.75,40.58,41.47
540,6,200m,22.80,23.33,23.82,Colgate University,mens,22.8,23.33,23.82
541,7,110m H,14.85,15.34,16.00,Colgate University,mens,14.85,15.34,16.0
542,8,100m,11.19,11.68,12.09,Colgate University,mens,11.19,11.68,12.09
543,0,5K XC,20:08,21:01,22:06,Colgate University,womens,1208.0,1261.0,1326.0
544,1,3200m,11:11,11:47,12:14,Colgate University,womens,671.0,707.0,734.0
545,2,1600m,5:21,5:43,5:58,Colgate University,womens,321.0,343.0,358.0
546,3,800m,2:21,2:30,2:41,Colgate University,womens,141.0,150.0,161.0
547,4,400m,1:00,1:04,1:07,Colgate University,womens,60.0,64.0,67.0
548,5,300m H,50.11,51.46,51.87,Colgate University,womens,50.11,51.46,51.87
549,6,200m,26.02,27.74,28.72,Colgate University,womens,26.02,27.74,28.72
550,7,100m,13.03,13.35,13.70,Colgate University,womens,13.03,13.35,13.7
551,8,100m H,16.53,16.55,16.59,Colgate University,womens,16.53,16.55,16.59
552,9,Long Jump,16' 9,16' 7,16' 4,Colgate University,womens,201.0,199.0,196.0
553,10,Triple Jump,35' 8,34' 11,32' 9,Colgate University,womens,428.0,419.0,393.0
554,0,5K XC,17:03,17:44,18:41,Colorado College,mens,1023.0,1064.0,1121.0
555,1,3200m,10:19,10:35,10:50,Colorado College,mens,619.0,635.0,650.0
556,2,1600m,4:47,4:55,5:01,Colorado College,mens,287.0,295.0,301.0
557,3,800m,2:02,2:11,2:18,Colorado College,mens,122.0,131.0,138.0
558,4,400m,53.59,55.11,57.03,Colorado College,mens,53.59,55.11,57.03
559,5,200m,22.80,24.29,25.53,Colorado College,mens,22.8,24.29,25.53
560,6,100m,11.35,12.06,12.34,Colorado College,mens,11.35,12.06,12.34
561,0,5K XC,19:35,20:36,22:06,Colorado College,womens,1175.0,1236.0,1326.0
562,1,3200m,12:04,12:25,12:48,Colorado College,womens,724.0,745.0,768.0
563,2,1600m,5:29,5:42,5:59,Colorado College,womens,329.0,342.0,359.0
564,3,800m,2:28,2:35,2:44,Colorado College,womens,148.0,155.0,164.0
565,4,400m,1:02,1:05,1:07,Colorado College,womens,62.0,65.0,67.0
566,5,200m,26.80,28.10,30.56,Colorado College,womens,26.8,28.1,30.56
567,6,100m,12.71,13.27,14.41,Colorado College,womens,12.71,13.27,14.41
568,7,100m H,15.95,17.38,18.24,Colorado College,womens,15.95,17.38,18.24
569,8,High Jump,5' 3,5' 0,4' 10,Colorado College,womens,63.0,60.0,58.0
570,9,Long Jump,18' 0,16' 2,15' 8,Colorado College,womens,216.0,194.0,188.0
571,0,5K XC,15:29,15:59,16:34,Colorado School of Mines,mens,929.0,959.0,994.0
572,1,3200m,9:31,9:43,9:55,Colorado School of Mines,mens,571.0,583.0,595.0
573,2,1600m,4:23,4:28,4:32,Colorado School of Mines,mens,263.0,268.0,272.0
574,3,800m,1:55,1:57,1:58,Colorado School of Mines,mens,115.0,117.0,118.0
575,4,400m,49.47,53.89,58.24,Colorado School of Mines,mens,49.47,53.89,58.24
576,5,300m H,38.07,38.52,39.41,Colorado School of Mines,mens,38.07,38.52,39.41
577,6,200m,22.18,23.13,24.05,Colorado School of Mines,mens,22.18,23.13,24.05
578,7,110m H,14.59,15.24,15.63,Colorado School of Mines,mens,14.59,15.24,15.63
579,8,100m,10.95,11.41,11.69,Colorado School of Mines,mens,10.95,11.41,11.69
580,9,Discus,156' 6,149' 10,137' 0,Colorado School of Mines,mens,1878.0,1798.0,1644.0
581,10,High Jump,6' 7,6' 6,6' 4,Colorado School of Mines,mens,79.0,78.0,76.0
582,11,Long Jump,21' 11,20' 4,18' 9,Colorado School of Mines,mens,263.0,244.0,225.0
583,12,Pole Vault,16' 0,14' 9,12' 7,Colorado School of Mines,mens,192.0,177.0,151.0
584,13,Shot Put,55' 5,52' 8,49' 0,Colorado School of Mines,mens,665.0,632.0,588.0
585,14,Triple Jump,45' 0,44' 0,43' 2,Colorado School of Mines,mens,540.0,528.0,518.0
586,0,5K XC,18:42,19:32,20:42,Colorado School of Mines,womens,1122.0,1172.0,1242.0
587,1,3200m,11:24,11:50,12:16,Colorado School of Mines,womens,684.0,710.0,736.0
588,2,1600m,5:16,5:24,5:33,Colorado School of Mines,womens,316.0,324.0,333.0
589,3,800m,2:20,2:27,2:31,Colorado School of Mines,womens,140.0,147.0,151.0
590,4,400m,57.41,58.90,1:02,Colorado School of Mines,womens,57.41,58.9,62.0
591,5,300m H,44.83,45.36,46.13,Colorado School of Mines,womens,44.83,45.36,46.13
592,6,200m,25.58,27.25,28.73,Colorado School of Mines,womens,25.58,27.25,28.73
593,7,100m,12.03,12.91,13.29,Colorado School of Mines,womens,12.03,12.91,13.29
594,8,100m H,15.11,15.66,16.27,Colorado School of Mines,womens,15.11,15.66,16.27
595,9,Discus,141' 0,132' 9,121' 9,Colorado School of Mines,womens,1692.0,1593.0,1461.0
596,10,High Jump,5' 2,5' 1,5' 0,Colorado School of Mines,womens,62.0,61.0,60.0
597,11,Pole Vault,12' 0,11' 2,10' 9,Colorado School of Mines,womens,144.0,134.0,129.0
598,0,5K XC,15:24,15:48,16:52,Colorado State University-Fort Collins,mens,924.0,948.0,1012.0
599,1,3200m,9:18,9:27,9:36,Colorado State University-Fort Collins,mens,558.0,567.0,576.0
600,2,1600m,4:15,4:22,4:28,Colorado State University-Fort Collins,mens,255.0,262.0,268.0
601,3,800m,1:54,1:57,2:01,Colorado State University-Fort Collins,mens,114.0,117.0,121.0
602,4,400m,49.38,52.12,54.29,Colorado State University-Fort Collins,mens,49.38,52.12,54.29
603,5,300m H,37.78,38.55,39.40,Colorado State University-Fort Collins,mens,37.78,38.55,39.4
604,6,200m,21.61,22.05,22.39,Colorado State University-Fort Collins,mens,21.61,22.05,22.39
605,7,110m H,14.16,14.39,14.59,Colorado State University-Fort Collins,mens,14.16,14.39,14.59
